locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBENKMEN_03359	CDS	612	mutS2	3.1.-.-		Endonuclease MutS2
OBENKMEN_03360	CDS	354	argO		COG1279	Arginine exporter protein ArgO
OBENKMEN_03361	CDS	801			COG2968	26 kDa periplasmic immunogenic protein
OBENKMEN_03362	CDS	909	argP		COG0583	HTH-type transcriptional regulator ArgP
OBENKMEN_03363	CDS	657	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OBENKMEN_03364	CDS	1242	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OBENKMEN_03365	CDS	606	xapB			Xanthosine permease
OBENKMEN_03366	CDS	474				hypothetical protein
OBENKMEN_03367	CDS	1815	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
OBENKMEN_03368	CDS	1365	zraR		COG2204	Transcriptional regulatory protein ZraR
OBENKMEN_03369	CDS	1110	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
OBENKMEN_03370	CDS	912	dmlR_7			HTH-type transcriptional regulator DmlR
OBENKMEN_03371	CDS	327				hypothetical protein
OBENKMEN_03372	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
OBENKMEN_03373	CDS	420	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
OBENKMEN_03374	CDS	1056				hypothetical protein
OBENKMEN_03375	CDS	1161	ttgA			Toluene efflux pump periplasmic linker protein TtgA
OBENKMEN_03376	CDS	3126	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
OBENKMEN_03377	CDS	1407	oprM		COG1538	Outer membrane protein OprM
OBENKMEN_03378	CDS	879				hypothetical protein
OBENKMEN_03379	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
OBENKMEN_03380	CDS	522	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
OBENKMEN_03381	CDS	504				hypothetical protein
OBENKMEN_03382	CDS	288				hypothetical protein
OBENKMEN_03383	CDS	2019				hypothetical protein
OBENKMEN_03384	CDS	1224				hypothetical protein
OBENKMEN_03385	CDS	177				hypothetical protein
OBENKMEN_03386	tRNA	85				tRNA-Leu(caa)
OBENKMEN_03387	CDS	1077	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
OBENKMEN_03388	CDS	1095	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
OBENKMEN_03389	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
OBENKMEN_03390	CDS	450	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
OBENKMEN_03391	CDS	2898	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OBENKMEN_03392	CDS	504				hypothetical protein
OBENKMEN_03393	CDS	432	rraB		COG3076	Regulator of ribonuclease activity B
OBENKMEN_03394	CDS	1008	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
OBENKMEN_03395	CDS	459	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
OBENKMEN_03396	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
OBENKMEN_03397	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
OBENKMEN_03398	CDS	969	cysK_2	2.5.1.47	COG0031	Cysteine synthase A
OBENKMEN_03399	CDS	735	cysZ		COG2981	Sulfate transporter CysZ
OBENKMEN_03400	CDS	987	zipA		COG3115	Cell division protein ZipA
OBENKMEN_03401	CDS	2013	ligA	6.5.1.2	COG0272	DNA ligase
OBENKMEN_03402	CDS	216				hypothetical protein
OBENKMEN_03403	CDS	348				hypothetical protein
OBENKMEN_03404	CDS	606				hypothetical protein
OBENKMEN_03405	tRNA	76				tRNA-Ala(ggc)
OBENKMEN_03406	CDS	1839	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
OBENKMEN_03407	CDS	369	iclR		COG1414	Transcriptional repressor IclR
OBENKMEN_03408	CDS	348				hypothetical protein
OBENKMEN_03409	CDS	3696	metH	2.1.1.13	COG0646	Methionine synthase
OBENKMEN_03410	CDS	4908	shlA_2			Hemolysin
OBENKMEN_03411	CDS	1464	shlB_4			Hemolysin transporter protein ShlB
OBENKMEN_03412	CDS	348				hypothetical protein
OBENKMEN_03413	CDS	1386	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
OBENKMEN_03414	CDS	1647	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
OBENKMEN_03415	CDS	408	psiE		COG3223	Protein PsiE
OBENKMEN_03416	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
OBENKMEN_03417	CDS	1578	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
OBENKMEN_03418	CDS	1212	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
OBENKMEN_03419	CDS	237				hypothetical protein
OBENKMEN_03420	CDS	1110	malK_4	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
OBENKMEN_03421	CDS	1272	lamB_2		COG4580	Maltoporin
OBENKMEN_03422	CDS	912				hypothetical protein
OBENKMEN_03423	CDS	411				hypothetical protein
OBENKMEN_03424	CDS	519	hcpA_5		COG3157	Major exported protein
OBENKMEN_03425	CDS	498				hypothetical protein
OBENKMEN_03426	CDS	1482				hypothetical protein
OBENKMEN_03427	CDS	441				hypothetical protein
OBENKMEN_03428	CDS	216				hypothetical protein
OBENKMEN_03429	CDS	543	smf-1		COG3539	Major fimbrial subunit SMF-1
OBENKMEN_03430	CDS	780	yadV_4			putative fimbrial chaperone YadV
OBENKMEN_03431	CDS	2613	htrE_5		COG3188	Outer membrane usher protein HtrE
OBENKMEN_03432	CDS	1164				hypothetical protein
OBENKMEN_03433	CDS	804	yadV_5			putative fimbrial chaperone YadV
OBENKMEN_03434	CDS	1368	ribZ			Riboflavin transporter RibZ
OBENKMEN_03435	CDS	1167	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
OBENKMEN_03436	CDS	792	kdgR			Pectin degradation repressor protein KdgR
OBENKMEN_03437	CDS	852	amiD_2	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
OBENKMEN_03438	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
OBENKMEN_03439	CDS	549	ydjM		COG1988	Inner membrane protein YdjM
OBENKMEN_03440	CDS	711	kdgM_2			Oligogalacturonate-specific porin KdgM
OBENKMEN_03441	CDS	1293	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
OBENKMEN_03442	CDS	1128	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OBENKMEN_03443	CDS	921	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
OBENKMEN_03444	CDS	891	lacF_1			Lactose transport system permease protein LacF
OBENKMEN_03445	CDS	1668	pelW_2	4.2.2.9		Pectate disaccharide-lyase
OBENKMEN_03446	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OBENKMEN_03447	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
OBENKMEN_03448	CDS	351				hypothetical protein
OBENKMEN_03449	CDS	876	lacF_2			Lactose transport system permease protein LacF
OBENKMEN_03450	CDS	1287				hypothetical protein
OBENKMEN_03451	CDS	1041	ipsA			HTH-type transcriptional regulator IpsA
OBENKMEN_03452	CDS	1389	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
OBENKMEN_03453	CDS	1080	ugpC_5	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
OBENKMEN_03454	CDS	531				hypothetical protein
OBENKMEN_03455	CDS	348				hypothetical protein
OBENKMEN_03456	CDS	3153				hypothetical protein
OBENKMEN_03457	CDS	1305	rhmT			Inner membrane transport protein RhmT
OBENKMEN_03458	CDS	423				hypothetical protein
OBENKMEN_03459	CDS	741		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
OBENKMEN_03460	CDS	843		4.3.2.3		Ureidoglycolate lyase
OBENKMEN_03461	CDS	1278		4.2.1.68	COG4948	L-fuconate dehydratase
OBENKMEN_03462	CDS	174				hypothetical protein
OBENKMEN_03463	CDS	1146	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
OBENKMEN_03464	CDS	1368	argG	6.3.4.5	COG0137	Argininosuccinate synthase
OBENKMEN_03465	CDS	1425	yeeO		COG0534	putative FMN/FAD exporter YeeO
OBENKMEN_03466	tRNA	72				tRNA-Phe(gaa)
OBENKMEN_03467	CDS	2163	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
OBENKMEN_03468	CDS	960	rbsB_4		COG1879	Ribose import binding protein RbsB
OBENKMEN_03469	CDS	1500	mglA_4	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OBENKMEN_03470	CDS	984	rbsC_11		COG1172	Ribose import permease protein RbsC
OBENKMEN_03471	CDS	2145	cntO			Metal-pseudopaline receptor CntO
OBENKMEN_03472	CDS	1101				hypothetical protein
OBENKMEN_03473	CDS	1089	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
OBENKMEN_03474	CDS	273	yggX		COG2924	putative Fe(2+)-trafficking protein
OBENKMEN_03475	CDS	1119	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
OBENKMEN_03476	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OBENKMEN_03477	CDS	327			COG3171	putative protein
OBENKMEN_03478	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
OBENKMEN_03479	CDS	531				hypothetical protein
OBENKMEN_03480	CDS	231				hypothetical protein
OBENKMEN_03481	CDS	981	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
OBENKMEN_03482	CDS	2064	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
OBENKMEN_03483	CDS	444				hypothetical protein
OBENKMEN_03484	CDS	1266	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
OBENKMEN_03485	CDS	1659	aspT_2			Aspartate/alanine antiporter
OBENKMEN_03486	CDS	465	ibpB		COG0071	Small heat shock protein IbpB
OBENKMEN_03487	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
OBENKMEN_03488	CDS	339				hypothetical protein
OBENKMEN_03489	CDS	315	tolB_2			Tol-Pal system protein TolB
OBENKMEN_03490	CDS	312				hypothetical protein
OBENKMEN_03491	CDS	963	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
OBENKMEN_03492	CDS	954	arcB_2	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
OBENKMEN_03493	CDS	189				hypothetical protein
OBENKMEN_03494	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
OBENKMEN_03495	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
OBENKMEN_03496	CDS	1113	apbC		COG0489	Iron-sulfur cluster carrier protein
OBENKMEN_03497	CDS	2028	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
OBENKMEN_03498	CDS	1131				hypothetical protein
OBENKMEN_03499	CDS	1791	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
OBENKMEN_03500	CDS	219				hypothetical protein
OBENKMEN_03501	CDS	219	slyX			Protein SlyX
OBENKMEN_03502	CDS	588	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
OBENKMEN_03503	CDS	222				hypothetical protein
OBENKMEN_03504	CDS	1809	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OBENKMEN_03505	CDS	549	ywrO	1.6.99.-	COG2249	General stress protein 14
OBENKMEN_03506	CDS	573	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
OBENKMEN_03507	CDS	1386	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
OBENKMEN_03508	CDS	990	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OBENKMEN_03509	CDS	981				hypothetical protein
OBENKMEN_03510	CDS	849	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
OBENKMEN_03511	CDS	855	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OBENKMEN_03512	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
OBENKMEN_03513	CDS	1062	tauA		COG4521	Taurine-binding periplasmic protein
OBENKMEN_03514	CDS	603	eamB		COG1280	Cysteine/O-acetylserine efflux protein
OBENKMEN_03515	CDS	981				hypothetical protein
OBENKMEN_03516	CDS	237				hypothetical protein
OBENKMEN_03517	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
OBENKMEN_03518	CDS	432				hypothetical protein
OBENKMEN_03519	CDS	408	yhfA		COG1765	Protein YhfA
OBENKMEN_03520	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
OBENKMEN_03521	CDS	2121				hypothetical protein
OBENKMEN_03522	CDS	1257	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
OBENKMEN_03523	CDS	549	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
OBENKMEN_03524	CDS	588	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
OBENKMEN_03525	CDS	693	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
OBENKMEN_03526	CDS	909			COG1090	Epimerase family protein
OBENKMEN_03527	CDS	798	hisP		COG4598	Histidine transport ATP-binding protein HisP
OBENKMEN_03528	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
OBENKMEN_03529	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
OBENKMEN_03530	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
OBENKMEN_03531	CDS	573	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OBENKMEN_03532	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OBENKMEN_03533	CDS	510	cvpA		COG1286	Colicin V production protein
OBENKMEN_03534	CDS	723	dedD			Cell division protein DedD
OBENKMEN_03535	CDS	1305	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OBENKMEN_03536	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OBENKMEN_03537	CDS	663	dedA		COG0586	Protein DedA
OBENKMEN_03538	CDS	882	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OBENKMEN_03539	CDS	1011	usg		COG0136	USG-1 protein
OBENKMEN_03540	CDS	1128	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
OBENKMEN_03541	CDS	786	nimR			HTH-type transcriptional regulator NimR
OBENKMEN_03542	CDS	918				hypothetical protein
OBENKMEN_03543	CDS	1038	flk			Flagellar regulator flk
OBENKMEN_03544	CDS	531	smfA			Fimbria A protein
OBENKMEN_03545	CDS	696	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
OBENKMEN_03546	CDS	2058				hypothetical protein
OBENKMEN_03547	CDS	1269	amiC_2			Aliphatic amidase expression-regulating protein
OBENKMEN_03548	CDS	1602				hypothetical protein
OBENKMEN_03549	CDS	1077				hypothetical protein
OBENKMEN_03550	CDS	837	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
OBENKMEN_03551	CDS	699	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OBENKMEN_03552	CDS	858				hypothetical protein
OBENKMEN_03553	CDS	1416		4.1.1.105	COG0076	Tryptophan decarboxylase
OBENKMEN_03554	CDS	855	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
OBENKMEN_03555	CDS	468	yehZ_1		COG1732	Glycine betaine-binding protein YehZ
OBENKMEN_03556	CDS	321	yehZ_2		COG1732	Glycine betaine-binding protein YehZ
OBENKMEN_03557	CDS	1155	yehY		COG1174	Glycine betaine uptake system permease protein YehY
OBENKMEN_03558	CDS	939	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
OBENKMEN_03559	CDS	837	yehW		COG1174	Glycine betaine uptake system permease protein YehW
OBENKMEN_03560	CDS	1089				hypothetical protein
OBENKMEN_03561	CDS	711	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OBENKMEN_03562	CDS	1554	xylB_1	2.7.1.17	COG1070	Xylulose kinase
OBENKMEN_03563	CDS	1497	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
OBENKMEN_03564	CDS	1143				hypothetical protein
OBENKMEN_03565	CDS	951		1.17.1.9		Formate dehydrogenase, mitochondrial
OBENKMEN_03566	CDS	816	gdh	1.1.1.16		Galactitol 2-dehydrogenase
OBENKMEN_03567	CDS	255				hypothetical protein
OBENKMEN_03568	CDS	1245	mtr			Tryptophan-specific transport protein
OBENKMEN_03569	CDS	573	yeiP		COG0231	Elongation factor P-like protein
OBENKMEN_03570	CDS	1194	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
OBENKMEN_03571	CDS	1473	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OBENKMEN_03572	CDS	744	lutR_2		COG2186	HTH-type transcriptional regulator LutR
OBENKMEN_03573	CDS	327				hypothetical protein
OBENKMEN_03574	CDS	984	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
OBENKMEN_03575	CDS	702	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
OBENKMEN_03576	CDS	585	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OBENKMEN_03577	CDS	135				hypothetical protein
OBENKMEN_03578	CDS	1374	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
OBENKMEN_03579	CDS	1809	appA_1			Oligopeptide-binding protein AppA
OBENKMEN_03580	CDS	1101	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OBENKMEN_03581	CDS	1029	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OBENKMEN_03582	CDS	759	btuD_4	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
OBENKMEN_03583	CDS	555	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
OBENKMEN_03584	CDS	1008	btuC_2		COG4139	Vitamin B12 import system permease protein BtuC
OBENKMEN_03585	CDS	459				hypothetical protein
OBENKMEN_03586	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
OBENKMEN_03587	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OBENKMEN_03588	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OBENKMEN_03589	CDS	357	rplT		COG0292	50S ribosomal protein L20
OBENKMEN_03590	CDS	198	rpmI		COG0291	50S ribosomal protein L35
OBENKMEN_03591	CDS	351	infC		COG0290	Translation initiation factor IF-3
OBENKMEN_03592	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
OBENKMEN_03593	CDS	213				hypothetical protein
OBENKMEN_03594	CDS	252				hypothetical protein
OBENKMEN_03595	CDS	684				hypothetical protein
OBENKMEN_03596	CDS	378	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
OBENKMEN_03597	CDS	981				hypothetical protein
OBENKMEN_03598	CDS	1128				hypothetical protein
OBENKMEN_03599	CDS	765	pikAV_2	3.1.2.-		Thioesterase PikA5
OBENKMEN_03600	CDS	1305				hypothetical protein
OBENKMEN_03601	CDS	1773		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OBENKMEN_03602	CDS	1758	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OBENKMEN_03603	CDS	876				hypothetical protein
OBENKMEN_03604	CDS	399				hypothetical protein
OBENKMEN_03605	CDS	132				hypothetical protein
OBENKMEN_03606	CDS	2715	secA		COG0653	Protein translocase subunit SecA
OBENKMEN_03607	CDS	534	secM			Secretion monitor
OBENKMEN_03608	CDS	525				hypothetical protein
OBENKMEN_03609	CDS	924	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OBENKMEN_03610	CDS	225	ftsZ		COG0206	Cell division protein FtsZ
OBENKMEN_03611	CDS	486	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
OBENKMEN_03612	CDS	990	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
OBENKMEN_03613	CDS	417	nusB		COG0781	Transcription antitermination protein NusB
OBENKMEN_03614	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
OBENKMEN_03615	CDS	1110	ribD		COG0117	Riboflavin biosynthesis protein RibD
OBENKMEN_03616	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
OBENKMEN_03617	CDS	594				hypothetical protein
OBENKMEN_03618	CDS	696				hypothetical protein
OBENKMEN_03619	CDS	363				hypothetical protein
OBENKMEN_03620	CDS	486			COG3039	IS5 family transposase IS903
OBENKMEN_03621	CDS	294				hypothetical protein
OBENKMEN_03622	CDS	246				hypothetical protein
OBENKMEN_03623	CDS	1380				hypothetical protein
OBENKMEN_03624	CDS	1194	intS_2		COG0582	Prophage integrase IntS
OBENKMEN_03625	tRNA	95				tRNA-SeC(tca)
OBENKMEN_03626	CDS	1194	xylR			Xylose operon regulatory protein
OBENKMEN_03627	CDS	1185	xylH		COG4214	Xylose transport system permease protein XylH
OBENKMEN_03628	CDS	1533	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
OBENKMEN_03629	CDS	996	xylF		COG4213	D-xylose-binding periplasmic protein
OBENKMEN_03630	CDS	1320	xylA	5.3.1.5		Xylose isomerase
OBENKMEN_03631	CDS	1455	xylB_2	2.7.1.17	COG1070	Xylulose kinase
OBENKMEN_03632	CDS	984				hypothetical protein
OBENKMEN_03633	CDS	768	papD_2		COG3121	Chaperone protein PapD
OBENKMEN_03634	CDS	636	papC_2		COG3188	Outer membrane usher protein PapC
OBENKMEN_03635	CDS	1791	papC_3		COG3188	Outer membrane usher protein PapC
OBENKMEN_03636	CDS	558	ybgD			putative fimbrial-like protein YbgD
OBENKMEN_03637	CDS	693	bcr			Bicyclomycin resistance protein
OBENKMEN_03638	CDS	345	yejG			putative protein YejG
OBENKMEN_03639	CDS	639	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
OBENKMEN_03640	CDS	1302	sdaC		COG0814	Serine transporter
OBENKMEN_03641	CDS	1206	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
OBENKMEN_03642	CDS	672	metI_2		COG2011	D-methionine transport system permease protein MetI
OBENKMEN_03643	CDS	987	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OBENKMEN_03644	CDS	825	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
OBENKMEN_03645	CDS	1068	vldW	1.14.11.52		Validamycin A dioxygenase
OBENKMEN_03646	CDS	651		3.1.3.-	COG0560	putative phosphatase
OBENKMEN_03647	CDS	621	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
OBENKMEN_03648	CDS	1998	cirA_2		COG4771	Colicin I receptor
OBENKMEN_03649	CDS	789	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OBENKMEN_03650	CDS	1083	hmuU_2		COG0609	Hemin transport system permease protein HmuU
OBENKMEN_03651	CDS	1170			COG0614	putative protein
OBENKMEN_03652	CDS	1512	lysP		COG0833	Lysine-specific permease
OBENKMEN_03653	CDS	147				hypothetical protein
OBENKMEN_03654	CDS	873	cysL		COG0583	HTH-type transcriptional regulator CysL
OBENKMEN_03655	CDS	1089				hypothetical protein
OBENKMEN_03656	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
OBENKMEN_03657	CDS	2472	caf1A_2		COG3188	F1 capsule-anchoring protein
OBENKMEN_03658	CDS	822	caf1M_2		COG3121	Chaperone protein caf1M
OBENKMEN_03659	CDS	477	psaA			pH 6 antigen
OBENKMEN_03660	CDS	489				hypothetical protein
OBENKMEN_03661	CDS	645				hypothetical protein
OBENKMEN_03662	CDS	1701	fruA		COG1299	PTS system fructose-specific EIIB'BC component
OBENKMEN_03663	CDS	939	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
OBENKMEN_03664	CDS	1134	fruB		COG1925	Multiphosphoryl transfer protein
OBENKMEN_03665	CDS	456	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
OBENKMEN_03666	CDS	999	rbsC_12		COG1172	Ribose import permease protein RbsC
OBENKMEN_03667	CDS	447	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
OBENKMEN_03668	CDS	681	rnt	3.1.13.-	COG0847	Ribonuclease T
OBENKMEN_03669	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
OBENKMEN_03670	CDS	858	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
OBENKMEN_03671	CDS	600	nemR			HTH-type transcriptional repressor NemR
OBENKMEN_03672	CDS	1476	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OBENKMEN_03673	CDS	432	slyA			Transcriptional regulator SlyA
OBENKMEN_03674	CDS	468	slyB_2		COG3133	Outer membrane lipoprotein SlyB
OBENKMEN_03675	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
OBENKMEN_03676	CDS	315	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
OBENKMEN_03677	CDS	723	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
OBENKMEN_03678	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OBENKMEN_03679	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
OBENKMEN_03680	CDS	606	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
OBENKMEN_03681	CDS	264				hypothetical protein
OBENKMEN_03682	CDS	591	yohC			Inner membrane protein YohC
OBENKMEN_03683	CDS	1536	dtpA		COG3104	Dipeptide and tripeptide permease A
OBENKMEN_03684	CDS	90				hypothetical protein
OBENKMEN_03685	CDS	876	slrP	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
OBENKMEN_03686	CDS	453	rafA	3.2.1.22		Alpha-galactosidase
OBENKMEN_03687	CDS	165				hypothetical protein
OBENKMEN_03688	CDS	102				hypothetical protein
OBENKMEN_03689	CDS	741				hypothetical protein
OBENKMEN_03690	CDS	993	dctP		COG1638	Solute-binding protein
OBENKMEN_03691	CDS	507				hypothetical protein
OBENKMEN_03692	CDS	1293	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
OBENKMEN_03693	CDS	630	uhpA_2		COG2197	Transcriptional regulatory protein UhpA
OBENKMEN_03694	tRNA	76				tRNA-Asn(gtt)
OBENKMEN_03695	CDS	987				hypothetical protein
OBENKMEN_03696	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
OBENKMEN_03697	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
OBENKMEN_03698	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OBENKMEN_03699	CDS	1317	gltP		COG1301	Proton/glutamate-aspartate symporter
OBENKMEN_03700	CDS	633	nreC		COG2197	Oxygen regulatory protein NreC
OBENKMEN_03701	CDS	2820	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
OBENKMEN_03702	CDS	1572	sctC_4			Type 3 secretion system secretin
OBENKMEN_03703	CDS	1212				hypothetical protein
