locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJHEAMEG_03997	CDS	393	rpsH		COG0096	30S ribosomal protein S8
KJHEAMEG_03998	CDS	306	rpsN		COG0199	30S ribosomal protein S14
KJHEAMEG_03999	CDS	540	rplE		COG0094	50S ribosomal protein L5
KJHEAMEG_04000	CDS	315	rplX		COG0198	50S ribosomal protein L24
KJHEAMEG_04001	CDS	372	rplN		COG0093	50S ribosomal protein L14
KJHEAMEG_04002	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
KJHEAMEG_04003	CDS	192	rpmC		COG0255	50S ribosomal protein L29
KJHEAMEG_04004	CDS	411	rplP		COG0197	50S ribosomal protein L16
KJHEAMEG_04005	CDS	702	rpsC		COG0092	30S ribosomal protein S3
KJHEAMEG_04006	CDS	333	rplV		COG0091	50S ribosomal protein L22
KJHEAMEG_04007	CDS	279	rpsS		COG0185	30S ribosomal protein S19
KJHEAMEG_04008	CDS	822	rplB		COG0090	50S ribosomal protein L2
KJHEAMEG_04009	CDS	303	rplW		COG0089	50S ribosomal protein L23
KJHEAMEG_04010	CDS	606	rplD		COG0088	50S ribosomal protein L4
KJHEAMEG_04011	CDS	630	rplC		COG0087	50S ribosomal protein L3
KJHEAMEG_04012	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KJHEAMEG_04013	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
KJHEAMEG_04014	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
KJHEAMEG_04015	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
KJHEAMEG_04016	CDS	891	tuf1_2			Elongation factor Tu 1
KJHEAMEG_04017	rRNA	451				16S ribosomal RNA (partial)
KJHEAMEG_04018	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
KJHEAMEG_04019	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KJHEAMEG_04020	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
KJHEAMEG_04021	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
KJHEAMEG_04022	CDS	405	rcsF			Outer membrane lipoprotein RcsF
KJHEAMEG_04023	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
KJHEAMEG_04024	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KJHEAMEG_04025	CDS	702	nlpE		COG3015	Lipoprotein NlpE
KJHEAMEG_04026	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
KJHEAMEG_04027	CDS	546	yaeQ		COG4681	putative protein YaeQ
KJHEAMEG_04028	CDS	201				hypothetical protein
KJHEAMEG_04029	CDS	261	rof		COG4568	Protein rof
KJHEAMEG_04030	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KJHEAMEG_04031	CDS	390				hypothetical protein
KJHEAMEG_04032	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
KJHEAMEG_04033	CDS	1764				hypothetical protein
KJHEAMEG_04034	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KJHEAMEG_04035	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KJHEAMEG_04036	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KJHEAMEG_04037	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KJHEAMEG_04038	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KJHEAMEG_04039	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KJHEAMEG_04040	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KJHEAMEG_04041	CDS	486	skp		COG2825	Chaperone protein Skp
KJHEAMEG_04042	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
KJHEAMEG_04043	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
KJHEAMEG_04044	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
KJHEAMEG_04045	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
KJHEAMEG_04046	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KJHEAMEG_04047	CDS	558	frr		COG0233	Ribosome-recycling factor
KJHEAMEG_04048	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
KJHEAMEG_04049	CDS	924	tsf		COG0264	Elongation factor Ts
KJHEAMEG_04050	CDS	726	rpsB		COG0052	30S ribosomal protein S2
KJHEAMEG_04051	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
KJHEAMEG_04052	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
KJHEAMEG_04053	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
KJHEAMEG_04054	CDS	1302	abaF			Fosfomycin resistance protein AbaF
KJHEAMEG_04055	CDS	387				hypothetical protein
KJHEAMEG_04056	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
KJHEAMEG_04057	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
KJHEAMEG_04058	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
KJHEAMEG_04059	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KJHEAMEG_04060	CDS	801	btuF		COG0614	Vitamin B12-binding protein
KJHEAMEG_04061	CDS	624				hypothetical protein
KJHEAMEG_04062	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
KJHEAMEG_04063	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
KJHEAMEG_04064	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KJHEAMEG_04065	CDS	840	yfcO			putative protein YfcO
KJHEAMEG_04066	CDS	531	yfcP			putative fimbrial-like protein YfcP
KJHEAMEG_04067	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
KJHEAMEG_04068	CDS	513	yfcR			putative fimbrial-like protein YfcR
KJHEAMEG_04069	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
KJHEAMEG_04070	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
KJHEAMEG_04071	CDS	561	smfA			Fimbria A protein
KJHEAMEG_04072	CDS	207				hypothetical protein
KJHEAMEG_04073	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
KJHEAMEG_04074	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
KJHEAMEG_04075	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
KJHEAMEG_04076	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
KJHEAMEG_04077	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
KJHEAMEG_04078	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
KJHEAMEG_04079	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
KJHEAMEG_04080	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
KJHEAMEG_04081	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
KJHEAMEG_04082	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
KJHEAMEG_04083	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
KJHEAMEG_04084	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
KJHEAMEG_04085	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
KJHEAMEG_04086	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
KJHEAMEG_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
KJHEAMEG_04088	CDS	1230				hypothetical protein
KJHEAMEG_04089	CDS	441				hypothetical protein
KJHEAMEG_04090	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
KJHEAMEG_04091	CDS	684	fimC_2			Chaperone protein FimC
KJHEAMEG_04092	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
KJHEAMEG_04093	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
KJHEAMEG_04094	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
KJHEAMEG_04095	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
KJHEAMEG_04096	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
KJHEAMEG_04097	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
KJHEAMEG_04098	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
KJHEAMEG_04099	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
KJHEAMEG_04100	CDS	387				hypothetical protein
KJHEAMEG_04101	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
KJHEAMEG_04102	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KJHEAMEG_04103	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
KJHEAMEG_04104	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
KJHEAMEG_04105	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
KJHEAMEG_04106	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
KJHEAMEG_04107	CDS	363				hypothetical protein
KJHEAMEG_04108	CDS	843				hypothetical protein
KJHEAMEG_04109	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
KJHEAMEG_04110	CDS	858				hypothetical protein
KJHEAMEG_04111	CDS	774				hypothetical protein
KJHEAMEG_04112	CDS	792				hypothetical protein
KJHEAMEG_04113	CDS	285				hypothetical protein
KJHEAMEG_04114	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
KJHEAMEG_04115	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KJHEAMEG_04116	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
KJHEAMEG_04117	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
KJHEAMEG_04118	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
KJHEAMEG_04119	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
KJHEAMEG_04120	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
KJHEAMEG_04121	CDS	855	ampE		COG3725	Protein AmpE
KJHEAMEG_04122	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
KJHEAMEG_04123	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
KJHEAMEG_04124	CDS	438				hypothetical protein
KJHEAMEG_04125	CDS	1386	epsE		COG2804	Type II secretion system protein E
KJHEAMEG_04126	CDS	1203	epsF		COG1459	Type II secretion system protein F
KJHEAMEG_04127	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
KJHEAMEG_04128	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
KJHEAMEG_04129	CDS	744	zapD		COG4582	Cell division protein ZapD
KJHEAMEG_04130	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
KJHEAMEG_04131	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KJHEAMEG_04132	CDS	2706	secA		COG0653	Protein translocase subunit SecA
KJHEAMEG_04133	CDS	498	secM			Secretion monitor
KJHEAMEG_04134	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KJHEAMEG_04135	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
KJHEAMEG_04136	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
KJHEAMEG_04137	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
KJHEAMEG_04138	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
KJHEAMEG_04139	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
KJHEAMEG_04140	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KJHEAMEG_04141	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KJHEAMEG_04142	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KJHEAMEG_04143	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KJHEAMEG_04144	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KJHEAMEG_04145	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KJHEAMEG_04146	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
KJHEAMEG_04147	CDS	366	ftsL		COG3116	Cell division protein FtsL
KJHEAMEG_04148	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
KJHEAMEG_04149	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
KJHEAMEG_04150	CDS	1005	cra		COG1609	Catabolite repressor/activator
KJHEAMEG_04151	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
KJHEAMEG_04152	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
KJHEAMEG_04153	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
KJHEAMEG_04154	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KJHEAMEG_04155	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KJHEAMEG_04156	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
KJHEAMEG_04157	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
KJHEAMEG_04158	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
KJHEAMEG_04159	CDS	1659	sgrR_4		COG4533	HTH-type transcriptional regulator SgrR
KJHEAMEG_04160	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
KJHEAMEG_04161	CDS	1611				hypothetical protein
KJHEAMEG_04162	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
KJHEAMEG_04163	CDS	768	yabI		COG0586	Inner membrane protein YabI
KJHEAMEG_04164	CDS	846	araC_2			Arabinose operon regulatory protein
KJHEAMEG_04165	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
KJHEAMEG_04166	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
KJHEAMEG_04167	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
KJHEAMEG_04168	CDS	420				hypothetical protein
KJHEAMEG_04169	CDS	621				hypothetical protein
KJHEAMEG_04170	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
KJHEAMEG_04171	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
KJHEAMEG_04172	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
KJHEAMEG_04173	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
KJHEAMEG_04174	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
KJHEAMEG_04175	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
KJHEAMEG_04176	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
KJHEAMEG_04177	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
KJHEAMEG_04178	CDS	378	apaG		COG2967	Protein ApaG
KJHEAMEG_04179	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
KJHEAMEG_04180	CDS	480				IS1595 family transposase ISSsu9
KJHEAMEG_04181	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
KJHEAMEG_04182	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
KJHEAMEG_04183	CDS	1890				hypothetical protein
KJHEAMEG_04184	CDS	291				hypothetical protein
KJHEAMEG_04185	CDS	417				hypothetical protein
KJHEAMEG_04186	CDS	231	ygdR_5			putative lipoprotein YgdR
KJHEAMEG_04187	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
KJHEAMEG_04188	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
KJHEAMEG_04189	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
KJHEAMEG_04190	CDS	942	fixB_2		COG2025	Protein FixB
KJHEAMEG_04191	CDS	771	fixA_2		COG2086	Protein FixA
KJHEAMEG_04192	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
KJHEAMEG_04193	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KJHEAMEG_04194	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
KJHEAMEG_04195	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
KJHEAMEG_04196	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
KJHEAMEG_04197	CDS	597	caiE			Carnitine operon protein CaiE
KJHEAMEG_04198	CDS	396				hypothetical protein
KJHEAMEG_04199	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
KJHEAMEG_04200	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
KJHEAMEG_04201	CDS	276				hypothetical protein
KJHEAMEG_04202	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
KJHEAMEG_04203	CDS	909	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
KJHEAMEG_04204	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
KJHEAMEG_04205	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
KJHEAMEG_04206	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
KJHEAMEG_04207	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
KJHEAMEG_04208	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
KJHEAMEG_04209	CDS	1341	citS		COG3493	Citrate-sodium symporter
KJHEAMEG_04210	CDS	240	oadG_3	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
KJHEAMEG_04211	CDS	273				hypothetical protein
KJHEAMEG_04212	CDS	336				hypothetical protein
KJHEAMEG_04213	CDS	453				hypothetical protein
KJHEAMEG_04214	CDS	474				hypothetical protein
KJHEAMEG_04215	CDS	402	pliG			Inhibitor of g-type lysozyme
KJHEAMEG_04216	CDS	546	nohA		COG4220	Prophage DNA-packing protein NohA
KJHEAMEG_04217	CDS	1932				hypothetical protein
KJHEAMEG_04218	CDS	204				hypothetical protein
KJHEAMEG_04219	CDS	1806				hypothetical protein
KJHEAMEG_04220	CDS	1497				hypothetical protein
KJHEAMEG_04221	CDS	348				hypothetical protein
KJHEAMEG_04222	CDS	1029				hypothetical protein
KJHEAMEG_04223	CDS	360				hypothetical protein
KJHEAMEG_04224	CDS	384				hypothetical protein
KJHEAMEG_04225	CDS	579				hypothetical protein
KJHEAMEG_04226	CDS	1131				IS200/IS605 family transposase ISEc42
KJHEAMEG_04227	CDS	402				hypothetical protein
KJHEAMEG_04228	CDS	744				hypothetical protein
KJHEAMEG_04229	CDS	396				hypothetical protein
KJHEAMEG_04230	CDS	315				hypothetical protein
KJHEAMEG_04231	CDS	795				hypothetical protein
KJHEAMEG_04232	CDS	3315				hypothetical protein
KJHEAMEG_04233	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
KJHEAMEG_04234	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
KJHEAMEG_04235	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
KJHEAMEG_04236	CDS	291				hypothetical protein
KJHEAMEG_04237	CDS	315				hypothetical protein
KJHEAMEG_04238	CDS	192	yfgG			Protein YfgG
KJHEAMEG_04239	CDS	2214	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
KJHEAMEG_04240	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KJHEAMEG_04241	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
KJHEAMEG_04242	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
KJHEAMEG_04243	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
KJHEAMEG_04244	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
KJHEAMEG_04245	CDS	1290	uraA		COG2233	Uracil permease
KJHEAMEG_04246	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
KJHEAMEG_04247	CDS	360	yfgD		COG1393	putative protein YfgD
KJHEAMEG_04248	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
KJHEAMEG_04249	CDS	1068				hypothetical protein
KJHEAMEG_04250	CDS	243				hypothetical protein
KJHEAMEG_04251	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
KJHEAMEG_04252	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
KJHEAMEG_04253	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
KJHEAMEG_04254	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
KJHEAMEG_04255	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KJHEAMEG_04256	CDS	864			COG2321	putative protein
KJHEAMEG_04257	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
KJHEAMEG_04258	CDS	201				hypothetical protein
KJHEAMEG_04259	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
KJHEAMEG_04260	CDS	357	yffB		COG1393	Protein YffB
KJHEAMEG_04261	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
KJHEAMEG_04262	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
KJHEAMEG_04263	CDS	1962		1.18.1.2		Ferredoxin--NADP reductase
KJHEAMEG_04264	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
KJHEAMEG_04265	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
KJHEAMEG_04266	CDS	1044				hypothetical protein
KJHEAMEG_04267	CDS	231				hypothetical protein
KJHEAMEG_04268	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
KJHEAMEG_04269	CDS	951	tal	2.2.1.2		Transaldolase
KJHEAMEG_04270	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
KJHEAMEG_04271	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
KJHEAMEG_04272	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
KJHEAMEG_04273	CDS	222	cspD		COG1278	Cold shock-like protein CspD
KJHEAMEG_04274	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
KJHEAMEG_04275	CDS	1119	macA		COG0845	Macrolide export protein MacA
KJHEAMEG_04276	CDS	951				hypothetical protein
KJHEAMEG_04277	CDS	1659				hypothetical protein
KJHEAMEG_04278	CDS	900	lysO		COG2431	Lysine exporter LysO
KJHEAMEG_04279	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
KJHEAMEG_04280	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
KJHEAMEG_04281	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
KJHEAMEG_04282	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
KJHEAMEG_04283	CDS	1434				hypothetical protein
KJHEAMEG_04284	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
KJHEAMEG_04285	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
KJHEAMEG_04286	CDS	324				hypothetical protein
KJHEAMEG_04287	CDS	516	ybjP			putative lipoprotein YbjP
KJHEAMEG_04288	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
KJHEAMEG_04289	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
KJHEAMEG_04290	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
KJHEAMEG_04291	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
KJHEAMEG_04292	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
KJHEAMEG_04293	CDS	1488				hypothetical protein
KJHEAMEG_04294	CDS	321				hypothetical protein
KJHEAMEG_04295	CDS	1344	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
KJHEAMEG_04296	CDS	1131	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
KJHEAMEG_04297	CDS	402	ybjO			Inner membrane protein YbjO
KJHEAMEG_04298	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
KJHEAMEG_04299	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
KJHEAMEG_04300	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KJHEAMEG_04301	CDS	1116	potF		COG0687	Putrescine-binding periplasmic protein
KJHEAMEG_04302	CDS	477	ybjN			putative protein YbjN
KJHEAMEG_04303	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
KJHEAMEG_04304	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
KJHEAMEG_04305	CDS	291				hypothetical protein
KJHEAMEG_04306	CDS	264	grxA		COG0695	Glutaredoxin 1
KJHEAMEG_04307	CDS	378	ybjM			Inner membrane protein YbjM
